Date,Open,High,Low,Close,ind
30-January-2017,27866.8,27947.37,27813.32,27849.56,763
27-January-2017,27761.03,27980.39,27759.48,27882.46,762
25-January-2017,27462.83,27736.83,27439.68,27708.14,761
24-January-2017,27170.88,27393.35,27140.85,27375.58,760
23-January-2017,26990.93,27167.79,26963.58,27117.34,759
20-January-2017,27232.69,27264.41,27009.81,27034.5,758
19-January-2017,27253.34,27348.19,27219.89,27308.6,757
18-January-2017,27261.76,27422.67,27217.65,27257.64,756
17-January-2017,27331.82,27381.43,27179.19,27235.66,755
16-January-2017,27238.35,27335.08,27172.68,27288.17,754
13-January-2017,27378.01,27459.75,27143.07,27238.06,753
12-January-2017,27171.66,27278.93,27166.69,27247.16,752
11-January-2017,26978.44,27174.87,26978.44,27140.41,751
10-January-2017,26811.63,26914.95,26804.17,26899.56,750
9-January-2017,26860.81,26860.88,26701.18,26726.55,749
6-January-2017,26929.69,27009.61,26733.33,26759.23,748
5-January-2017,26738.42,26917.21,26738.42,26878.24,747
4-January-2017,26677.22,26723.37,26606.06,26633.13,746
3-January-2017,26616.92,26724.4,26488.37,26643.24,745
2-January-2017,26711.15,26720.98,26447.06,26595.45,744
30-December-2016,26441.51,26678.6,26406.53,26626.46,743
29-December-2016,26429.41,26429.63,26166.67,26366.15,742
28-December-2016,26243.19,26415.05,26191.72,26210.68,741
27-December-2016,25815.43,26249.03,25803.19,26213.44,740
26-December-2016,25992.41,26008.57,25753.74,25807.1,739
23-December-2016,25959.99,26143.19,25872.38,26040.7,738
22-December-2016,26224.07,26248.45,25940.14,25979.6,737
21-December-2016,26368.88,26396,26213.51,26242.38,736
20-December-2016,26374.59,26435.56,26241.43,26307.98,735
19-December-2016,26505.66,26505.66,26340.38,26374.7,734
16-December-2016,26548.67,26594.55,26455.21,26489.56,733
15-December-2016,26497.71,26737.86,26407.58,26519.07,732
14-December-2016,26707.91,26736.34,26547.05,26602.84,731
13-December-2016,26607.65,26724.97,26494.23,26697.82,730
12-December-2016,26725.31,26725.31,26468.59,26515.24,729
9-December-2016,26787.14,26803.76,26707.81,26747.18,728
8-December-2016,26366.52,26733.87,26357.35,26694.28,727
7-December-2016,26456.21,26540.83,26164.82,26236.87,726
6-December-2016,26403.62,26502.43,26356.02,26392.76,725
5-December-2016,26253.48,26390.8,26125.35,26349.1,724
2-December-2016,26437.37,26463.06,26182.93,26230.66,723
1-December-2016,26756.66,26769.32,26540.82,26559.92,722
30-November-2016,26441.02,26680.55,26395.5,26652.81,721
29-November-2016,26408.62,26587.07,26354.66,26394.01,720
28-November-2016,26303.52,26413.99,26183.22,26350.17,719
25-November-2016,25953.24,26343.95,25874.45,26316.34,718
24-November-2016,26049.14,26049.14,25810.97,25860.17,717
23-November-2016,26101.33,26130.49,25877.16,26051.81,716
22-November-2016,25928.16,26039.7,25765.51,25960.78,715
21-November-2016,26246.7,26270.28,25717.93,25765.14,714
18-November-2016,26270.2,26349.02,26106.78,26150.24,713
17-November-2016,26304.9,26449.87,26155.4,26227.62,712
16-November-2016,26508.94,26621.4,26239.21,26298.69,711
15-November-2016,26809.61,26809.61,26253.63,26304.63,710
11-November-2016,27344.85,27344.85,26777.18,26818.82,709
10-November-2016,27605.05,27743.46,27457.05,27517.68,708
9-November-2016,26251.38,27397.38,25902.45,27252.53,707
8-November-2016,27537.26,27646.84,27406.76,27591.14,706
7-November-2016,27552.27,27591.15,27398.72,27458.99,705
4-November-2016,27465.55,27498.91,27193.61,27274.15,704
3-November-2016,27518.06,27600.74,27399.26,27430.28,703
2-November-2016,27679.32,27679.32,27500.81,27527.22,702
1-November-2016,27966.18,28029.8,27845.63,27876.61,701
30-October-2016,28066.32,28095.71,27890.14,27930.21,700
28-October-2016,27983.14,28000.14,27789.84,27941.51,699
27-October-2016,27808.63,27958.13,27665.6,27915.9,698
26-October-2016,28050.55,28050.55,27759.56,27836.51,697
25-October-2016,28159.09,28211.41,28013.69,28091.42,696
24-October-2016,28156.59,28256.65,28075.95,28179.08,695
21-October-2016,28163.41,28163.41,27957.92,28077.18,694
20-October-2016,28031.57,28212.5,28031.57,28129.84,693
19-October-2016,28112.36,28131.07,27926.17,27984.37,692
18-October-2016,27656.89,28064.39,27652.76,28050.88,691
17-October-2016,27776.14,27803.21,27488.3,27529.97,690
14-October-2016,27712.22,27763.54,27548.18,27673.6,689
13-October-2016,28042.62,28042.62,27563.84,27643.11,688
10-October-2016,28144.28,28216.64,28068.32,28082.34,687
7-October-2016,28129.22,28155.68,27964.91,28061.14,686
6-October-2016,28298.35,28328.56,28031.22,28106.21,685
5-October-2016,28425.74,28477.65,28188.9,28220.98,684
4-October-2016,28377.64,28404.7,28242.25,28334.55,683
3-October-2016,27997.29,28273.02,27919.89,28243.29,682
30-September-2016,27807.82,27955.21,27716.78,27865.96,681
29-September-2016,28423.14,28475.57,27719.92,27827.53,680
28-September-2016,28198.88,28378.56,28198.3,28292.81,679
27-September-2016,28373.02,28432.74,28179.34,28223.7,678
26-September-2016,28630.92,28630.92,28272.03,28294.28,677
23-September-2016,28810.32,28825.09,28627.38,28668.22,676
22-September-2016,28766.94,28871.92,28693.07,28773.13,675
21-September-2016,28554.38,28689.36,28462.33,28507.42,674
20-September-2016,28690.66,28698.81,28480.53,28523.2,673
19-September-2016,28626.6,28714.77,28552.55,28634.5,672
16-September-2016,28520.3,28778.64,28494.59,28599.03,671
15-September-2016,28398.33,28454.02,28311.11,28412.89,670
14-September-2016,28345.49,28416.41,28259.38,28372.23,669
12-September-2016,28481.09,28481.11,28251.31,28353.54,668
9-September-2016,29062.9,29062.9,28755.08,28797.25,667
8-September-2016,28929.46,29077.28,28854.56,29045.28,666
7-September-2016,29035.67,29067.84,28911.31,28926.36,665
6-September-2016,28631.27,29013.4,28631.27,28978.02,664
2-September-2016,28498.72,28581.58,28427.63,28532.11,663
1-September-2016,28459.09,28548.85,28386.61,28423.48,662
31-August-2016,28372.25,28532.25,28363.1,28452.17,661
30-August-2016,28012.46,28478.02,28010.66,28343.01,660
29-August-2016,27827.26,27952.85,27698.71,27902.66,659
26-August-2016,27882.75,27935.88,27696.99,27782.25,658
25-August-2016,28103.6,28154.21,27803.24,27835.91,657
24-August-2016,28065.25,28108.39,27959.87,28059.94,656
23-August-2016,28012.56,28028.98,27854.43,27990.21,655
22-August-2016,28088.07,28143.28,27918.05,27985.54,654
19-August-2016,28167.66,28212.3,28026.12,28077,653
18-August-2016,28077.64,28214.17,28077,28123.44,652
17-August-2016,28061.79,28174.3,27960.14,28005.37,651
16-August-2016,28190.04,28199.1,27942.65,28064.61,650
12-August-2016,27919.95,28203.27,27900.91,28152.4,649
11-August-2016,27805.94,27902.39,27697.33,27859.6,648
10-August-2016,28133.36,28143.28,27736.62,27774.88,647
9-August-2016,28289.22,28289.96,27956.77,28085.16,646
8-August-2016,28181.92,28226.38,28128.06,28182.57,645
5-August-2016,27810.55,28110.37,27795.74,28078.35,644
4-August-2016,27899.88,27921.91,27627.97,27714.37,643
3-August-2016,28008.52,28015.43,27647.14,27697.51,642
2-August-2016,28069.12,28175.22,27943.91,27981.71,641
1-August-2016,28083.08,28284.85,27873.53,28003.12,640
29-July-2016,28232.87,28233.47,28037.87,28051.86,639
28-July-2016,28108.78,28240.2,28064.9,28208.62,638
27-July-2016,27976.14,28210.88,27899.93,28024.33,637
26-July-2016,28121.37,28149.53,27927.13,27976.52,636
25-July-2016,27753.96,28110.37,27736.51,28095.34,635
22-July-2016,27721.72,27832.45,27646.21,27803.24,634
21-July-2016,27980.07,27988.76,27687.54,27710.52,633
20-July-2016,27775.7,27935.18,27759.71,27915.89,632
19-July-2016,27790.05,27826.69,27637.98,27787.62,631
18-July-2016,27920.66,28013.5,27697.69,27746.66,630
15-July-2016,27966.14,28048.7,27735.87,27836.5,629
14-July-2016,27857.8,27967.77,27763.15,27942.11,628
13-July-2016,27912.14,27928.76,27752.14,27815.18,627
12-July-2016,27667.81,27828.74,27667.81,27808.14,626
11-July-2016,27358.23,27647.48,27358.23,27626.69,625
8-July-2016,27292.2,27294.82,27034.14,27126.9,624
7-July-2016,27209.97,27288.22,27146.95,27201.49,623
5-July-2016,27340.72,27348.66,27127.3,27166.87,622
4-July-2016,27314.44,27385.66,27251.06,27278.76,621
1-July-2016,27064.33,27243.36,27061.4,27144.91,620
30-June-2016,26926.17,27069.23,26872.59,26999.72,619
29-June-2016,26627.15,26776.17,26606.31,26740.39,618
28-June-2016,26410.66,26583.33,26378.46,26524.55,617
27-June-2016,26347.81,26493.51,26262.72,26402.96,616
24-June-2016,26367.48,26435.85,25911.33,26397.71,615
23-June-2016,26753.2,27060.98,26736.52,27002.22,614
22-June-2016,26791.68,26887.29,26617.45,26765.65,613
21-June-2016,26907.42,26925.64,26754.6,26812.78,612
20-June-2016,26497.11,26885.49,26447.88,26866.92,611
17-June-2016,26653.85,26730.55,26538.51,26625.91,610
16-June-2016,26686.03,26686.03,26314.91,26525.46,609
15-June-2016,26500.79,26752.59,26446.59,26726.34,608
14-June-2016,26482.5,26485.45,26264.81,26395.71,607
13-June-2016,26468.27,26468.27,26262.27,26396.77,606
10-June-2016,26742.26,26972.06,26620.5,26635.75,605
9-June-2016,26994.48,26994.91,26692.35,26763.46,604
8-June-2016,27085.24,27105.41,26973.71,27020.66,603
7-June-2016,26833.54,27082.63,26829.53,27009.67,602
6-June-2016,26897.84,26901.42,26729.54,26777.45,601
3-June-2016,26919.23,27008.14,26792.07,26843.03,600
2-June-2016,26694.28,26885.16,26641.02,26843.14,599
1-June-2016,26684.46,26857.25,26671.86,26713.93,598
31-May-2016,26817.75,26837.2,26561.58,26667.96,597
30-May-2016,26694.75,26794.96,26623.33,26725.6,596
27-May-2016,26415.93,26677.43,26405.28,26653.6,595
26-May-2016,26008.25,26398.94,25941.51,26366.68,594
25-May-2016,25432.1,25897.87,25430.59,25881.17,593
24-May-2016,25256.97,25340.47,25181.47,25305.47,592
23-May-2016,25447.72,25519.26,25207.78,25230.36,591
20-May-2016,25428.42,25506.06,25251.9,25301.9,590
19-May-2016,25713.84,25714.56,25351.99,25399.72,589
18-May-2016,25671.48,25747,25503.4,25704.61,588
17-May-2016,25756.14,25927.31,25733.76,25773.61,587
16-May-2016,25528.8,25688.46,25351.62,25653.23,586
13-May-2016,25739.94,25743.69,25400.27,25489.57,585
12-May-2016,25684.6,25827.03,25620.27,25790.22,584
11-May-2016,25548.97,25762.49,25409.24,25597.02,583
10-May-2016,25682.98,25809.93,25614.24,25772.53,582
9-May-2016,25321.83,25709.68,25302.86,25688.86,581
6-May-2016,25223.67,25260.48,25057.93,25228.5,580
5-May-2016,25187.66,25394.1,25162.94,25262.21,579
4-May-2016,25210.87,25245.7,25061.04,25101.73,578
3-May-2016,25500.14,25705.96,25192.94,25229.7,577
2-May-2016,25565.44,25565.44,25341.14,25436.97,576
29-April-2016,25612.91,25755.43,25424.03,25606.62,575
28-April-2016,26078.28,26100.54,25561.17,25603.1,574
27-April-2016,25956.42,26092.93,25885.24,26064.12,573
26-April-2016,25604.92,26055,25549.05,26007.3,572
25-April-2016,25891.03,25891.03,25585.93,25678.93,571
22-April-2016,25892.49,25922.02,25771.88,25838.14,570
21-April-2016,25979.68,26080.07,25783.12,25880.38,569
20-April-2016,25942.34,25956.34,25716.81,25844.18,568
18-April-2016,25833.16,25870.03,25634.12,25816.36,567
13-April-2016,25358.42,25671.5,25358.42,25626.75,566
12-April-2016,25056.47,25180.02,24996.44,25145.59,565
11-April-2016,24789.4,25049.92,24523.2,25022.16,564
8-April-2016,24665.8,24736.03,24608.51,24673.84,563
7-April-2016,24998.79,25013.13,24647.48,24685.42,562
6-April-2016,24978.86,25000.65,24834.16,24900.63,561
5-April-2016,25372.44,25372.44,24837.51,24883.59,560
4-April-2016,25333.98,25424.15,25223.49,25399.65,559
1-April-2016,25301.7,25354.94,25119.35,25269.64,558
31-March-2016,25364.75,25479.62,25223.22,25341.86,557
30-March-2016,25062.06,25358.84,25055.42,25338.58,556
29-March-2016,24957.24,25079.35,24835.56,24900.46,555
28-March-2016,25417.11,25432.94,24895.49,24966.4,554
23-March-2016,25322.1,25367.81,25156.82,25337.56,553
22-March-2016,25331.01,25381.33,25083.7,25330.49,552
21-March-2016,25007.56,25327.45,24988.27,25285.37,551
18-March-2016,24729.41,24986.94,24681.64,24952.74,550
17-March-2016,24852.18,24948.3,24576.52,24677.37,549
16-March-2016,24537.61,24706.85,24354.55,24682.48,548
15-March-2016,24832.04,24840.77,24517.28,24551.17,547
14-March-2016,24801.7,24960.51,24734.04,24804.28,546
11-March-2016,24620.39,24817.8,24552.26,24717.99,545
10-March-2016,24815.7,24817.48,24471.39,24623.34,544
9-March-2016,24527.27,24820.76,24451.6,24793.96,543
8-March-2016,24655.19,24793.62,24509.21,24659.23,542
4-March-2016,24704.59,24719.05,24531.8,24646.48,541
3-March-2016,24386.67,24640.51,24383.28,24606.99,540
2-March-2016,24044.96,24280.42,24043.89,24242.98,539
1-March-2016,23153.32,23821.49,23133.18,23779.35,538
29-February-2016,23238.5,23343.22,22494.61,23002,537
26-February-2016,23141.08,23227.91,23021.94,23154.3,536
25-February-2016,23105.16,23142.96,22948.1,22976,535
24-February-2016,23332.94,23338.89,23057.45,23088.93,534
23-February-2016,23850.41,23851.51,23361.94,23410.18,533
22-February-2016,23783.47,23855.04,23674.86,23788.79,532
19-February-2016,23640.32,23774.48,23508.36,23709.15,531
18-February-2016,23536.47,23735.35,23448.21,23649.22,530
17-February-2016,23237.23,23434.91,22920.84,23381.87,529
16-February-2016,23688.61,23692.08,23164.54,23191.97,528
15-February-2016,23223.43,23622.64,23197.67,23554.12,527
12-February-2016,23060.39,23161.15,22600.39,22986.12,526
11-February-2016,23758.46,23758.46,22909.12,22951.83,525
10-February-2016,23938.32,23938.32,23636.72,23758.9,524
9-February-2016,24076.85,24111.19,23919.47,24020.98,523
8-February-2016,24637.41,24698.95,24196.84,24287.42,522
5-February-2016,24360.36,24672.9,24345.79,24616.97,521
4-February-2016,24386.45,24514.01,24224.74,24338.43,520
3-February-2016,24393.59,24409.26,24187.54,24223.32,519
2-February-2016,24868.21,24928.75,24460.53,24539,518
1-February-2016,24982.22,25002.32,24788.58,24824.83,517
29-January-2016,24347.31,24911.9,24340.06,24870.69,516
28-January-2016,24481.86,24587.2,24400.52,24469.57,515
27-January-2016,24643.13,24645.7,24458.13,24492.39,514
25-January-2016,24540.97,24650.57,24433.67,24485.95,513
22-January-2016,24122.06,24472.88,24120.04,24435.66,512
21-January-2016,24194.75,24351.83,23862,23962.21,511
20-January-2016,24325.77,24325.77,23839.76,24062.04,510
19-January-2016,24257.28,24563.34,24247.23,24479.84,509
18-January-2016,24400.78,24524.85,24141.99,24188.37,508
15-January-2016,24881.76,24912.64,24421.53,24455.04,507
14-January-2016,24606.2,25018.46,24473.22,24772.97,506
13-January-2016,24804.64,24956.54,24387.69,24854.11,505
12-January-2016,24862.93,24882.3,24597.11,24682.03,504
11-January-2016,24787.11,24961.88,24598.9,24825.04,503
8-January-2016,24969.02,25083.55,24887.22,24934.33,502
7-January-2016,25224.7,25230.35,24825.7,24851.83,501
6-January-2016,25628.23,25632.57,25357.7,25406.33,500
5-January-2016,25744.7,25766.76,25513.75,25580.34,499
4-January-2016,26116.52,26116.52,25596.57,25623.35,498
1-January-2016,26101.5,26197.27,26008.2,26160.9,497
31-December-2015,25980.86,26147.63,25941.91,26117.54,496
30-December-2015,26123.87,26130.2,25939.25,25960.03,495
29-December-2015,26075.68,26133.78,25994.45,26079.48,494
28-December-2015,25858.52,26073.41,25856.86,26034.13,493
24-December-2015,25893.84,25922.47,25763.4,25838.71,492
23-December-2015,25697.66,25875.27,25689.7,25850.3,491
22-December-2015,25731.07,25787.21,25485.17,25590.65,490
21-December-2015,25425.32,25757.84,25413.54,25735.9,489
18-December-2015,25764.67,25789.51,25481.51,25519.22,488
17-December-2015,25596.63,25831.31,25448.32,25803.78,487
16-December-2015,25402.47,25572.9,25372.47,25494.37,486
15-December-2015,25186.68,25342.78,25075.54,25320.44,485
14-December-2015,24935.6,25194.15,24867.73,25150.35,484
11-December-2015,25281.77,25316.14,24930.43,25044.43,483
10-December-2015,25136.71,25289.58,25034.14,25252.32,482
9-December-2015,25299.34,25316.95,25012.22,25036.05,481
8-December-2015,25488.42,25542.47,25256.79,25310.33,480
7-December-2015,25746.03,25785.53,25477.69,25530.11,479
4-December-2015,25810.06,25810.06,25623.71,25638.11,478
3-December-2015,26123.86,26123.86,25857.35,25886.62,477
2-December-2015,26239.39,26256.42,26041.68,26117.85,476
1-December-2015,26201.27,26246.02,26121.52,26169.41,475
30-November-2015,26142.53,26231.06,26089.13,26145.67,474
27-November-2015,26003.2,26184.65,25937.32,26128.2,473
26-November-2015,25769.81,26016.04,25769.81,25958.63,472
24-November-2015,25785.61,25901.56,25703.86,25775.74,471
23-November-2015,25945.14,25958.04,25747.01,25819.34,470
20-November-2015,25856.13,26058.76,25769.81,25868.49,469
19-November-2015,25640.34,25884.52,25603.1,25841.92,468
18-November-2015,25837.71,25890.36,25453.32,25482.52,467
17-November-2015,25897.88,25948.2,25732.79,25864.47,466
16-November-2015,25580.15,25866.42,25451.42,25760.1,465
13-November-2015,25724.09,25724.09,25540.73,25610.53,464
11-November-2015,25934.9,25944.93,25853.42,25866.95,463
10-November-2015,26094.09,26094.09,25709.23,25743.26,462
9-November-2015,25809,26193.17,25656.9,26121.4,461
6-November-2015,26284.01,26438.86,26190.18,26265.24,460
5-November-2015,26557.8,26557.8,26243.2,26304.2,459
4-November-2015,26704.02,26800.06,26510.31,26552.92,458
3-November-2015,26660.71,26732.24,26514.48,26590.59,457
2-November-2015,26641.69,26824.3,26378.26,26559.15,456
30-October-2015,26878.48,26942.29,26585.2,26656.83,455
29-October-2015,27083.7,27099.11,26794.1,26838.14,454
28-October-2015,27131.71,27163.98,26919.96,27039.76,453
27-October-2015,27291.06,27296.3,27209.52,27253.44,452
26-October-2015,27575.04,27618.14,27318.2,27361.96,451
23-October-2015,27466.64,27555.06,27421.71,27470.81,450
21-October-2015,27312.35,27445.24,27190.55,27287.66,449
20-October-2015,27402.9,27432.07,27216.4,27306.83,448
19-October-2015,27305.62,27387.91,27246.79,27364.92,447
16-October-2015,27062.8,27239.22,26917.12,27214.6,446
15-October-2015,26842.19,27037.95,26836.77,27010.14,445
14-October-2015,26760.32,26869.08,26713.28,26779.66,444
13-October-2015,26874.29,26918.52,26719.1,26846.53,443
12-October-2015,27242.6,27305.04,26855.75,26904.11,442
9-October-2015,26974.92,27200.44,26910.59,27079.51,441
8-October-2015,27116.86,27120.11,26762.36,26845.81,440
7-October-2015,26966.86,27082.28,26877.51,27035.85,439
6-October-2015,26976.66,27010.27,26751.25,26932.88,438
5-October-2015,26379.42,26822.42,26375.31,26785.55,437
1-October-2015,26344.19,26431.8,26168.71,26220.95,436
30-September-2015,25986.52,26179.7,25918.21,26154.83,435
29-September-2015,25496.38,26054.37,25287.33,25778.66,434
28-September-2015,25922.71,25936.89,25593.56,25616.84,433
24-September-2015,25798.05,25949.9,25670.96,25863.5,432
23-September-2015,25526.53,25934.02,25386.48,25822.99,431
22-September-2015,26274.37,26339.1,25571.34,25651.84,430
21-September-2015,26107.98,26233.46,25972.54,26192.98,429
18-September-2015,26130.36,26471.82,26130.36,26218.91,428
16-September-2015,25884.05,26006.75,25816.5,25963.97,427
15-September-2015,25908.34,25909.83,25649.37,25705.93,426
14-September-2015,25706.87,25891.73,25531.07,25856.7,425
11-September-2015,25793.77,25875.96,25530.41,25610.21,424
10-September-2015,25522.96,25733.7,25287.5,25622.17,423
9-September-2015,25682.87,25820.56,25553.61,25719.58,422
8-September-2015,24972.01,25411,24833.54,25317.87,421
7-September-2015,25302.98,25387.32,24851.77,24893.81,420
4-September-2015,25772.58,25775.38,25119.06,25201.9,419
3-September-2015,25614.69,25835.41,25555.77,25764.78,418
2-September-2015,25891.95,25939.37,25395.09,25453.56,417
1-September-2015,26127.04,26141.07,25579.88,25696.44,416
31-August-2015,26469.42,26504.73,26215.16,26283.09,415
28-August-2015,26542.84,26687.33,26270.17,26392.38,414
27-August-2015,26137.03,26302.77,25943.75,26231.19,413
26-August-2015,26063.27,26156.61,25657.56,25714.66,412
25-August-2015,25916.26,26124.83,25298.42,26032.38,411
24-August-2015,26730.4,26730.4,25624.72,25741.56,410
21-August-2015,27440.1,27442.82,27131.44,27366.07,409
20-August-2015,27959.19,27964.6,27564.16,27607.82,408
19-August-2015,27851.81,28021.39,27721.25,27931.64,407
18-August-2015,27949.13,28040.73,27747.4,27831.54,406
17-August-2015,28093.54,28095.97,27739.13,27878.27,405
14-August-2015,27668.06,28100.64,27643.2,28067.31,404
13-August-2015,27635.25,27791.1,27496.29,27549.53,403
12-August-2015,27880.76,27883.33,27479.43,27512.26,402
11-August-2015,28193.26,28205.12,27825.83,27866.09,401
10-August-2015,28250.78,28417.59,28017.85,28101.72,400
7-August-2015,28327.11,28335.67,28193.93,28236.39,399
6-August-2015,28291.88,28359.96,28163.69,28298.13,398
5-August-2015,28138.04,28315.71,28135.68,28223.08,397
4-August-2015,28225.04,28264.72,27866.12,28071.93,396
3-August-2015,28089.09,28263.35,28071.37,28187.06,395
31-July-2015,27814.51,28161.17,27814.51,28114.56,394
30-July-2015,27685.82,27854.46,27649.97,27705.35,393
29-July-2015,27540.46,27609.29,27470.09,27563.43,392
28-July-2015,27630.21,27676.65,27416.39,27459.23,391
27-July-2015,28117.65,28117.65,27529.57,27561.38,390
24-July-2015,28390.5,28402.64,28083.76,28112.31,389
23-July-2015,28540.97,28578.33,28315.37,28370.84,388
22-July-2015,28159.42,28546.42,28070.91,28504.93,387
21-July-2015,28381.82,28518.06,28138.3,28182.14,386
20-July-2015,28544.28,28549.13,28319.83,28420.12,385
17-July-2015,28480.92,28576.32,28417.46,28463.31,384
16-July-2015,28259.7,28478.43,28245.81,28446.12,383
15-July-2015,28022.14,28218.37,27986.48,28198.29,382
14-July-2015,27986.92,28018.59,27853.96,27932.9,381
13-July-2015,27739.32,28005.17,27635.06,27961.19,380
10-July-2015,27705.36,27729.46,27530.9,27661.4,379
9-July-2015,27681.49,27798.13,27540.6,27573.66,378
8-July-2015,28031.45,28031.45,27635.72,27687.72,377
7-July-2015,28220.11,28335.23,28084.36,28171.69,376
6-July-2015,27857.2,28235.31,27774.8,28208.76,375
3-July-2015,27973.12,28135.43,27897.45,28092.79,374
2-July-2015,28100.38,28115.96,27906.35,27945.8,373
1-July-2015,27823.65,28099.25,27799.91,28020.87,372
30-June-2015,27627.39,27814.53,27570.95,27780.83,371
29-June-2015,27451.07,27695.32,27209.19,27645.15,370
26-June-2015,27880.72,27921.86,27675.16,27811.84,369
25-June-2015,27660.22,27968.75,27635.76,27895.97,368
24-June-2015,27852.32,27948.24,27647.29,27729.67,367
23-June-2015,27760.11,27882.66,27666.59,27804.37,366
22-June-2015,27427.19,27782.31,27417.03,27730.21,365
19-June-2015,27207.76,27404.6,27202.38,27316.17,364
18-June-2015,26916.99,27175.39,26910.26,27115.83,363
17-June-2015,26815.41,26983.48,26728.89,26832.66,362
16-June-2015,26586.86,26731.35,26379.93,26686.51,361
15-June-2015,26498.67,26728.6,26307.84,26586.55,360
12-June-2015,26340.32,26489.58,26307.07,26425.3,359
11-June-2015,26959.98,27000.14,26348.93,26370.98,358
10-June-2015,26517.32,26934.74,26493.29,26840.5,357
9-June-2015,26510.29,26604.65,26438.32,26481.25,356
8-June-2015,26814.31,26827.06,26472.87,26523.09,355
5-June-2015,26819.82,27014.42,26718.44,26768.49,354
4-June-2015,26940.64,26948.84,26551.97,26813.42,353
3-June-2015,27230.68,27276.22,26698.26,26837.2,352
2-June-2015,27890.73,27902.53,27146.68,27188.38,351
1-June-2015,27770.79,27959.43,27737.58,27848.99,350
29-May-2015,27553.03,27888.32,27467.23,27828.44,349
28-May-2015,27619.31,27666.37,27354.35,27506.71,348
27-May-2015,27447.4,27595.8,27363.72,27564.66,347
26-May-2015,27633.66,27675.94,27473.54,27531.41,346
25-May-2015,27893.25,27903.29,27614.32,27643.88,345
22-May-2015,27849.54,28071.16,27828.61,27957.5,344
21-May-2015,27885.36,27911.44,27712.73,27809.35,343
20-May-2015,27749.3,27903.01,27743.99,27837.21,342
19-May-2015,27663.08,27872.23,27574.07,27645.53,341
18-May-2015,27416.97,27725.97,27370.28,27687.3,340
15-May-2015,27233.9,27379.57,27159.76,27324,339
14-May-2015,27290.17,27293.99,26948.62,27206.06,338
13-May-2015,27023.71,27299.8,26750.01,27251.1,337
12-May-2015,27502.91,27502.91,26837.39,26877.48,336
11-May-2015,27249.42,27544.24,27231.28,27507.3,335
8-May-2015,26814.38,27196.28,26814.38,27105.39,334
7-May-2015,26721.34,26850.37,26423.99,26599.11,333
6-May-2015,27473.36,27501.15,26677.64,26717.37,332
5-May-2015,27561.32,27603.71,27338.23,27440.14,331
4-May-2015,27204.63,27537.85,27159.45,27490.59,330
30-April-2015,27242.05,27242.05,26897.54,27011.31,329
29-April-2015,27395.71,27438.96,27176.54,27225.93,328
28-April-2015,27215.61,27482.14,27073.25,27396.38,327
27-April-2015,27565.49,27567.28,27141.55,27176.99,326
24-April-2015,27804.58,27829.11,27344.7,27437.94,325
23-April-2015,27977.27,28087.78,27621.18,27735.02,324
22-April-2015,27756.68,27947.26,27385.48,27890.13,323
21-April-2015,27860.51,27976.93,27598.21,27676.04,322
20-April-2015,28525.65,28539.46,27802.37,27886.21,321
17-April-2015,28682.97,28696.19,28403.76,28442.1,320
16-April-2015,28876.23,28876.23,28497.7,28666.04,319
15-April-2015,29087.25,29094.61,28721.63,28799.69,318
13-April-2015,28955.13,29072.51,28843.94,29044.44,317
10-April-2015,28889.27,28907.81,28756.75,28879.38,316
9-April-2015,28858.42,28906.71,28622.44,28885.21,315
8-April-2015,28601.49,28763.06,28566.61,28707.75,314
7-April-2015,28582.33,28641.08,28274.36,28516.59,313
6-April-2015,28351.94,28530.81,28221.99,28504.46,312
1-April-2015,27954.86,28298.34,27889.02,28260.14,311
31-March-2015,28069.85,28180.64,27868.21,27957.49,310
30-March-2015,27655.79,28017.97,27624.76,27975.86,309
27-March-2015,27649.78,27694.41,27248.45,27458.64,308
26-March-2015,27937.62,27997.14,27384.87,27457.58,307
25-March-2015,28216.09,28249.6,28031.42,28111.83,306
24-March-2015,28209.33,28455.32,28130.09,28161.72,305
23-March-2015,28317.29,28385.14,28163.9,28192.02,304
20-March-2015,28465.44,28484.36,28209.66,28261.08,303
19-March-2015,28805.22,28978.74,28411.7,28469.67,302
18-March-2015,28766.87,28806.97,28546.76,28622.12,301
17-March-2015,28595,28784.35,28435.45,28736.38,300
16-March-2015,28546.31,28581.82,28384.09,28437.71,299
13-March-2015,29134.93,29183.76,28448.48,28503.3,298
12-March-2015,28798.61,28971.01,28772.71,28930.41,297
11-March-2015,28725.75,28843.23,28608.18,28659.17,296
10-March-2015,28924.06,28949.11,28584.49,28709.87,295
9-March-2015,29316.54,29321.06,28799.76,28844.78,294
5-March-2015,29436.77,29518.32,29162.47,29448.95,293
4-March-2015,29937.27,30024.74,29289.05,29380.73,292
3-March-2015,29500.19,29636.86,29364.87,29593.73,291
2-March-2015,29533.42,29576.32,29259.77,29459.14,290
28-February-2015,29411.33,29560.32,28882.02,29361.5,289
27-February-2015,28865.12,29254.02,28837.06,29220.12,288
26-February-2015,29051.9,29069.13,28693.82,28746.65,287
25-February-2015,29115.32,29269.83,28967.61,29007.99,286
24-February-2015,29016.55,29130.67,28875.94,29004.66,285
23-February-2015,29316.58,29362.96,28913.16,28975.11,284
20-February-2015,29446.21,29462.09,29178.26,29231.41,283
19-February-2015,29434.91,29522.86,29108.15,29462.27,282
18-February-2015,29136.07,29411.32,29126.91,29320.26,281
